Total SVs,SVPs,Axonal Transport SVs,Recycled SVs,PS Loc: 0,PS Loc: 3,PS Loc: 6,PS Loc: 9,PS Loc: 12,PS Loc: 15,PS Loc: 18,PS Loc: 21,PS Loc: 24,PS Loc: 27,PS Loc: 30,PS Loc: 33,PS Loc: 36,PS Loc: 39,PS Loc: 42,PS Loc: 45,PS Loc: 48,PS Loc: 51,PS Loc: 54,PS Loc: 57,PS Loc: 60,PS Loc: 63,PS Loc: 66,PS Loc: 69,PS Loc: 72,PS Loc: 75,PS Loc: 78,PS Loc: 81,PS Loc: 84,PS Loc: 87,PS Loc: 90,PS Loc: 93,PS Loc: 96,PS Loc: 99,PS Loc: 102,PS Loc: 105,PS Loc: 108,PS Loc: 111,PS Loc: 114,PS Loc: 117,PS Loc: 120,PS Loc: 123,PS Loc: 126,PS Loc: 129,PS Loc: 132,PS Loc: 135,PS Loc: 138,PS Loc: 141,PS Loc: 144,PS Loc: 147,PS Loc: 150,PS Loc: 153,PS Loc: 156,PS Loc: 159,PS Loc: 162,PS Loc: 165,PS Loc: 168,PS Loc: 171,PS Loc: 174,PS Loc: 177,PS Loc: 180,PS Loc: 183,PS Loc: 186,PS Loc: 189,PS Loc: 192,PS Loc: 195,PS Loc: 198,PS Loc: 201,PS Loc: 204,PS Loc: 207,PS Loc: 210,PS Loc: 213,PS Loc: 216,PS Loc: 219,PS Loc: 222,PS Loc: 225,PS Loc: 228,PS Loc: 231,PS Loc: 234,PS Loc: 237,PS Loc: 240,PS Loc: 243,PS Loc: 246,PS Loc: 249,PS Loc: 252,PS Loc: 255,PS Loc: 258,PS Loc: 261,PS Loc: 264,PS Loc: 267,PS Loc: 270,PS Loc: 273,PS Loc: 276,PS Loc: 279,PS Loc: 282,PS Loc: 285,PS Loc: 288,PS Loc: 291,PS Loc: 294,PS Loc: 297,PS Loc: 300
40798,6070,4761,34763,7,6,6,12,12,16,18,18,17,17,17,16,16,19,17,27,23,14,35,18,27,12,13,21,18,20,26,16,18,29,26,22,12,19,16,21,21,18,10,15,20,17,16,18,18,13,13,10,10,14,16,12,10,16,12,13,10,13,12,10,11,6,10,15,19,11,11,14,9,5,10,10,6,8,6,8,5,5,8,13,7,7,8,6,11,4,8,6,6,2,2,3,5,3,6,3,0,5,1,5,2
40804,6072,4769,34769,9,3,12,13,8,7,16,15,19,23,15,27,25,22,20,16,21,32,20,31,21,15,12,15,22,24,25,12,21,19,16,16,25,19,21,13,23,18,18,15,15,16,14,12,20,8,15,9,13,19,17,15,11,10,11,16,9,7,15,13,12,15,9,12,8,13,7,14,7,9,7,5,13,7,6,12,5,8,9,5,6,8,5,7,5,8,6,8,8,4,4,3,2,2,2,3,3,2,2,3,3
40813,6071,4791,34772,5,11,8,11,15,16,8,18,20,16,21,27,22,28,17,20,20,31,18,25,9,23,17,27,20,16,22,13,22,23,19,22,20,19,29,14,16,15,15,10,20,16,21,16,15,12,9,9,8,19,10,17,14,7,9,15,16,13,9,14,15,7,8,10,12,8,7,9,10,6,8,13,9,8,2,9,5,9,6,6,7,5,4,5,7,5,3,3,11,6,3,3,4,5,4,1,0,2,2,3,3
40822,6070,4758,34784,3,10,7,8,16,14,15,10,18,19,17,16,21,27,24,22,19,15,36,24,21,19,13,19,26,18,29,25,25,26,19,12,21,17,18,25,13,25,20,18,19,14,15,16,19,14,12,10,18,8,18,9,14,13,13,19,10,13,10,12,15,14,12,10,8,7,9,13,8,7,6,7,4,10,10,5,9,8,9,4,7,9,10,4,4,3,4,3,4,3,5,2,4,3,2,2,5,2,0,2,1
40825,6075,4737,34788,2,8,8,9,14,9,21,19,19,16,9,13,28,22,28,20,23,25,15,23,22,23,20,16,16,21,27,17,29,27,25,23,18,11,29,16,21,21,14,17,10,13,14,22,16,18,15,15,13,14,17,10,12,17,16,13,11,13,11,10,10,13,9,10,5,10,15,14,6,5,6,7,14,10,10,5,12,6,9,8,7,12,7,10,5,5,4,8,1,4,3,1,3,5,3,3,4,0,3,1,3
40831,6077,4794,34796,5,9,11,14,11,12,16,15,18,15,16,13,21,18,30,15,24,25,19,16,23,14,24,26,19,26,20,30,19,21,18,28,17,23,14,14,14,18,7,12,14,13,16,11,10,19,10,18,13,14,13,16,9,12,13,11,13,14,14,16,17,10,12,10,14,8,8,8,10,12,5,10,8,11,8,4,10,7,9,6,4,4,4,2,2,5,6,3,5,6,4,4,2,2,3,2,3,6,3,0,5
40838,6078,4772,34800,7,8,15,11,12,15,15,15,17,19,23,20,22,17,25,16,24,25,33,11,28,16,21,16,23,19,19,17,18,23,16,25,14,23,20,23,20,23,20,19,17,14,18,9,15,14,12,11,15,9,11,19,8,12,12,17,14,4,16,10,14,9,13,14,5,9,11,9,9,9,7,11,9,8,6,4,5,6,7,7,6,4,5,8,8,6,5,6,3,5,5,2,5,5,0,0,2,5,1,0,3
40846,6078,4717,34810,9,4,10,16,16,17,12,19,17,19,16,20,22,14,30,22,22,28,20,21,26,18,20,23,19,25,17,22,24,15,19,23,21,19,9,13,22,10,23,20,9,21,15,12,17,14,12,18,15,12,14,20,11,12,15,13,16,8,9,11,20,21,14,14,9,15,7,10,14,4,10,8,3,3,9,12,5,15,7,7,10,6,7,9,4,7,3,8,5,8,2,4,2,6,1,4,2,2,1,2,3
40853,6079,4760,34817,3,7,4,8,12,11,16,26,10,17,22,21,17,19,23,22,24,19,17,18,27,18,20,19,15,8,19,31,12,21,19,25,24,21,15,26,16,18,22,17,15,19,16,11,14,18,14,11,18,18,6,17,14,11,15,11,11,18,15,10,8,13,12,8,9,9,15,13,6,8,11,11,8,15,10,11,5,8,6,9,10,4,12,5,5,7,4,7,8,3,1,5,0,2,4,4,0,2,3,2,2
40860,6080,4782,34822,2,7,9,10,14,12,17,15,18,20,19,18,23,20,25,25,17,25,18,25,15,21,25,26,20,19,26,28,21,11,29,20,18,14,23,18,10,13,17,13,19,14,14,13,9,13,14,10,16,13,19,11,8,11,13,12,13,13,10,11,12,13,12,13,9,16,13,12,6,7,4,6,6,14,5,10,9,5,6,8,5,7,8,6,4,5,4,8,5,5,4,1,8,2,2,0,4,2,4,1,3
40870,6078,4807,34827,7,9,11,9,10,13,18,15,19,21,29,21,24,24,22,28,20,23,16,22,11,22,17,20,21,18,21,27,17,19,18,15,19,21,22,15,19,25,15,22,22,14,11,15,8,12,14,18,9,11,18,7,15,13,11,7,15,13,4,8,11,13,9,12,6,10,8,3,10,14,9,8,9,9,7,5,11,4,7,8,2,4,7,2,8,7,2,4,7,1,2,3,4,5,3,0,5,3,1,2,1
40873,6083,4740,34832,5,12,9,11,15,17,15,15,20,15,17,21,21,20,16,26,37,19,23,27,15,17,23,21,20,19,18,20,23,21,11,18,24,17,15,18,18,19,14,20,19,13,17,19,13,7,9,17,18,12,22,17,13,13,13,14,16,11,9,11,18,14,15,12,15,13,9,10,7,13,5,6,7,3,8,13,15,3,12,6,7,6,4,6,5,8,5,3,7,2,5,5,4,1,4,0,4,2,1,1,2
40878,6086,4780,34843,5,6,9,7,10,10,23,15,24,16,21,22,26,8,14,17,29,22,24,21,21,19,20,11,16,17,17,20,20,23,19,22,17,16,25,19,20,16,14,16,13,18,16,10,14,17,12,13,13,13,18,9,13,24,5,12,11,7,15,20,12,11,13,11,11,12,10,12,4,8,6,9,10,12,19,10,8,5,4,7,7,10,3,10,8,4,5,5,8,5,0,0,5,3,3,3,4,2,2,3,1
40888,6084,4783,34848,3,5,7,13,14,17,20,17,16,21,22,16,13,21,22,21,25,13,16,15,20,21,25,17,20,32,21,17,17,19,13,23,15,24,14,19,19,12,15,21,11,16,12,8,24,13,9,14,15,20,15,15,9,10,13,15,15,8,10,13,14,18,12,9,10,11,12,18,9,9,5,2,8,7,11,5,11,12,11,3,6,8,5,7,8,9,6,3,4,6,3,6,1,2,2,4,0,6,5,2,1
40894,6086,4776,34858,7,7,13,13,7,14,12,20,21,22,21,27,23,23,17,11,24,25,22,20,24,17,27,23,14,23,20,16,27,20,14,13,19,23,17,25,25,11,21,12,20,10,15,12,14,11,17,17,23,12,11,13,6,18,13,13,8,8,14,13,12,10,12,13,6,8,8,11,12,5,7,5,6,7,7,7,6,12,3,8,11,5,4,4,1,9,8,5,4,5,3,1,6,5,4,3,1,1,2,3,2
40896,6092,4691,34862,4,9,10,12,9,14,19,18,20,18,15,25,26,21,18,26,21,34,27,21,20,20,28,21,21,16,23,25,22,19,22,15,19,18,16,16,23,23,18,20,19,10,11,12,16,11,13,14,12,14,17,16,18,15,14,16,12,14,14,12,9,13,17,15,16,21,11,7,10,6,8,5,5,8,9,11,11,9,7,7,3,7,5,4,10,7,3,8,1,7,2,7,6,4,1,4,1,1,3,0,2
40900,6096,4768,34872,3,3,10,14,7,14,14,18,18,28,22,25,17,26,18,20,20,23,21,19,11,27,16,15,19,16,20,25,21,19,16,16,20,20,20,32,17,21,15,12,18,12,10,19,14,12,16,13,10,16,12,15,25,7,19,5,9,9,11,13,16,13,11,12,11,13,10,12,10,7,8,7,6,14,11,9,6,5,10,6,4,6,6,8,4,5,4,4,7,2,2,3,2,4,3,0,2,2,3,4,5
40910,6094,4764,34881,7,11,11,9,8,16,18,28,20,11,15,20,17,15,22,24,15,27,8,18,22,16,15,20,26,22,18,26,21,11,21,17,17,25,24,22,21,15,18,15,12,17,16,15,15,15,15,16,20,14,12,15,12,6,4,17,12,7,8,11,12,11,9,10,13,9,11,8,10,9,10,7,6,11,8,12,4,11,9,11,7,4,7,12,9,5,6,4,5,3,5,4,7,2,4,1,5,4,2,5,2
40912,6100,4755,34888,1,11,15,9,9,7,19,16,22,21,22,20,19,26,14,17,20,28,22,29,23,25,25,16,24,22,21,23,12,19,21,19,9,19,30,23,18,18,17,19,11,19,16,12,16,12,16,15,13,8,13,13,17,14,16,11,12,11,7,11,12,11,17,8,10,10,7,8,11,8,4,13,6,4,9,10,6,4,7,7,5,6,7,4,5,4,9,6,4,5,7,3,3,1,5,1,0,2,3,0,4
40921,6099,4708,34896,3,8,9,7,16,13,19,20,22,12,20,27,20,15,17,17,28,29,21,22,22,18,17,27,24,29,14,19,25,26,20,24,16,22,13,23,19,18,23,21,13,8,12,14,10,10,13,15,17,14,17,17,16,11,14,15,17,12,10,8,17,14,15,14,18,10,5,10,10,6,9,10,3,9,11,7,7,5,8,4,4,11,8,5,7,11,7,4,4,3,5,3,8,4,3,4,3,1,1,1,0
40926,6102,4770,34904,5,7,7,8,11,19,12,19,25,21,24,21,20,15,24,15,20,21,13,19,25,20,17,17,10,16,28,16,22,23,15,17,21,23,16,21,31,19,16,16,16,16,19,17,11,18,10,14,13,17,13,18,13,20,9,13,7,8,14,13,11,16,15,7,7,9,13,6,10,9,9,9,7,8,13,8,6,9,4,8,6,7,4,7,4,1,8,6,1,6,4,2,2,0,3,1,1,4,1,3,3
40934,6102,4758,34908,4,12,9,8,10,14,19,22,21,17,17,23,20,14,17,16,18,22,22,15,17,18,16,20,24,24,23,22,17,14,18,29,20,15,21,21,22,17,19,22,17,13,16,16,16,18,15,13,14,22,11,12,11,15,9,6,15,13,11,11,6,7,20,7,5,9,9,13,10,9,3,8,8,6,8,8,14,6,8,8,7,10,8,6,11,6,10,4,1,2,6,2,2,6,3,2,3,6,4,2,2
40940,6104,4784,34917,3,7,11,11,6,16,18,29,11,17,23,19,22,24,21,23,22,26,29,13,22,27,19,20,20,18,22,23,15,16,22,16,14,18,18,20,19,14,16,12,13,18,19,13,16,14,12,14,5,15,15,17,15,10,13,13,15,10,14,10,9,15,12,15,10,7,7,15,8,3,11,5,12,11,6,5,7,3,5,8,7,8,2,6,2,4,5,5,7,7,0,2,1,3,0,4,2,1,1,4,1
40951,6101,4737,34922,4,9,7,11,10,14,17,20,17,30,18,19,23,21,21,25,16,16,31,23,19,13,20,27,17,23,23,18,17,18,20,14,24,15,17,14,20,22,12,19,21,20,12,12,17,12,15,17,16,15,11,13,16,9,13,8,14,17,11,12,13,17,12,20,14,10,6,7,9,5,9,14,10,8,7,9,8,5,5,9,7,9,6,5,5,7,9,6,5,3,4,3,4,3,2,1,7,1,2,0,1
40961,6099,4758,34930,3,8,8,9,17,13,18,19,20,29,12,22,23,23,22,21,21,24,26,15,18,24,19,10,21,24,11,22,16,17,17,19,19,16,22,28,22,27,13,15,18,15,16,18,15,13,15,10,21,11,13,15,18,9,15,6,6,12,13,19,9,11,15,15,10,10,7,10,9,9,6,10,10,8,12,8,11,6,5,8,5,5,3,3,4,5,7,5,5,2,6,5,3,0,1,4,3,1,3,2,1
40969,6099,4739,34941,8,6,7,8,14,13,12,15,21,25,17,24,21,14,20,19,21,22,13,19,20,16,21,25,31,21,21,19,20,15,23,19,27,12,21,20,16,20,17,19,12,11,22,20,14,9,21,17,21,18,21,10,8,17,13,16,8,19,20,10,13,11,9,14,8,5,15,11,9,4,3,5,9,6,9,10,5,8,7,4,6,2,9,12,7,12,6,3,2,5,6,4,3,3,2,1,4,1,3,3,1
40976,6100,4779,34949,4,10,12,8,15,14,17,12,17,16,25,21,26,23,28,24,24,22,18,18,24,18,22,18,17,26,19,18,16,13,20,15,17,20,16,15,20,16,16,19,13,15,16,18,19,15,11,4,13,14,21,9,9,11,12,13,14,19,11,8,10,12,9,17,18,7,11,7,10,10,3,10,8,4,6,8,8,5,1,9,12,4,8,2,7,7,8,4,7,5,6,1,6,0,2,1,3,2,1,1,4
40985,6099,4742,34959,3,5,11,11,10,20,16,16,16,21,26,21,23,19,24,17,19,26,24,16,22,17,12,22,30,16,28,16,21,28,18,25,14,23,17,15,15,19,15,16,17,19,16,14,10,15,7,8,21,17,17,14,13,12,8,7,10,12,12,13,13,18,12,5,13,9,10,8,8,8,10,11,11,5,8,14,12,9,10,5,7,10,7,2,6,6,6,5,7,4,3,4,3,2,2,2,3,5,1,1,4
40995,6097,4698,34965,4,8,9,9,11,17,15,20,19,15,32,10,22,26,18,25,20,24,19,24,20,15,23,21,21,22,23,20,19,21,19,9,22,17,28,16,26,17,14,10,24,17,16,17,17,15,8,16,17,20,19,25,14,19,10,13,9,13,10,16,16,12,12,9,16,11,10,8,13,11,14,7,7,8,16,10,4,11,4,6,4,8,5,7,5,4,2,7,7,3,7,3,3,0,1,2,5,1,5,2,1
41001,6099,4737,34973,3,4,8,12,11,17,16,22,18,19,21,23,14,18,23,22,17,19,12,24,20,24,23,24,21,32,17,17,16,28,28,21,21,21,12,16,16,21,16,13,18,16,20,10,11,18,17,17,14,18,15,12,12,15,16,10,12,17,14,14,10,14,17,9,8,11,6,10,9,4,3,6,5,10,8,5,6,9,8,4,7,10,5,5,10,9,10,6,4,6,7,3,4,1,0,6,1,3,1,3,2
41008,6100,4834,34980,3,8,5,11,8,16,6,22,16,27,16,18,21,21,25,21,23,26,12,18,22,19,16,14,25,12,14,16,12,20,22,17,15,17,19,19,15,21,13,19,14,10,18,12,21,9,11,11,6,15,10,7,17,16,18,12,13,9,16,13,10,12,13,11,7,16,9,6,10,8,11,5,5,7,5,7,4,3,10,4,14,7,10,9,4,6,6,9,3,6,3,5,3,4,1,3,2,1,4,1,2
41013,6103,4706,34989,3,3,10,12,22,13,12,21,18,31,27,18,25,24,17,19,19,27,22,16,20,19,18,12,22,27,20,27,26,17,26,17,27,15,16,12,20,10,19,19,22,20,20,15,10,9,12,16,11,16,16,12,11,11,9,13,11,8,7,20,18,11,17,12,8,11,13,8,5,5,12,10,11,9,12,12,10,9,9,12,7,6,5,4,4,7,3,4,4,6,8,4,2,1,5,1,2,4,3,4,3
41022,6102,4722,34991,5,11,5,12,12,20,14,15,17,22,20,19,16,25,29,19,12,20,25,22,20,26,24,26,26,26,23,20,17,20,22,24,12,26,15,26,20,23,12,19,14,21,8,11,13,19,19,13,10,10,9,16,20,12,19,12,11,6,12,11,9,11,12,16,14,10,10,11,7,9,13,11,11,6,9,13,6,4,8,5,8,7,5,5,4,0,5,8,6,7,2,4,4,3,0,3,1,4,2,3,0
41030,6102,4793,34999,2,5,7,11,17,20,16,16,22,20,24,18,16,17,18,16,21,15,26,22,19,22,24,18,26,22,23,22,21,27,19,18,17,12,12,21,13,16,18,9,10,14,11,14,15,13,15,18,16,16,16,16,12,9,11,12,12,13,13,17,14,13,14,16,9,7,9,8,7,7,9,5,5,5,10,6,7,9,7,6,7,2,8,4,5,6,10,8,3,3,0,6,2,3,5,1,4,1,3,2,1
41041,6099,4786,35009,2,8,6,13,20,8,16,15,22,21,21,19,17,20,19,21,25,18,17,15,15,25,18,18,17,21,13,14,22,24,22,23,18,16,23,19,22,13,22,18,21,19,10,22,11,14,8,12,11,10,16,10,12,17,10,20,10,14,8,15,10,9,17,11,17,13,8,7,7,12,4,11,7,10,4,4,5,6,4,10,4,8,6,8,8,4,11,2,8,5,5,1,2,3,5,2,2,1,2,5,2
41049,6099,4723,35019,5,8,6,19,14,15,16,11,19,30,23,28,23,22,22,15,23,20,13,17,13,22,23,15,13,25,23,22,24,30,19,24,11,21,9,17,14,22,18,14,19,17,19,15,10,17,18,13,14,20,8,10,14,13,11,14,16,9,9,12,16,6,19,13,14,14,9,7,10,9,6,10,10,9,8,16,8,4,10,10,12,8,1,5,6,10,3,4,5,7,3,3,6,3,4,0,1,1,2,6,3
41066,6090,4708,35021,6,5,9,8,12,21,19,18,15,16,20,20,19,25,23,23,23,25,20,23,24,26,18,20,30,18,27,21,18,22,19,29,26,22,27,16,21,20,15,15,21,9,14,10,17,12,17,19,15,10,10,16,16,12,10,17,10,13,14,12,7,12,12,11,14,12,9,10,15,9,11,11,7,6,10,9,6,5,6,6,7,8,6,4,2,4,11,12,8,2,6,6,1,2,2,0,3,3,0,2,2
41073,6091,4808,35027,4,6,10,12,12,21,15,13,15,19,25,29,18,17,13,25,18,20,21,28,19,24,14,18,25,19,17,17,23,24,16,21,15,18,14,11,18,17,12,12,21,14,12,14,19,15,17,16,13,11,16,16,6,12,13,11,10,12,11,11,13,8,9,14,10,12,12,7,11,9,3,12,5,12,4,4,13,8,11,7,5,8,5,5,5,5,10,5,3,1,6,5,2,5,4,3,0,5,1,0,6
41085,6087,4784,35033,4,5,9,17,9,18,11,14,11,18,20,28,19,21,19,23,18,29,19,16,19,22,24,16,18,16,16,19,24,25,28,14,23,19,22,26,17,15,23,17,12,15,17,7,17,14,7,14,14,20,13,9,8,15,20,10,12,14,12,15,16,16,16,8,9,13,14,6,8,3,12,12,11,6,8,4,8,3,5,6,9,3,4,4,5,13,3,10,1,3,3,2,5,3,1,5,4,2,1,3,4
41089,6091,4747,35042,3,9,14,7,16,21,16,16,23,28,25,22,17,20,16,19,27,23,18,15,16,21,25,18,18,22,22,25,17,23,20,14,22,11,20,10,17,15,21,18,11,14,23,14,16,11,16,19,19,15,14,12,21,9,16,14,5,10,15,15,9,15,10,7,14,12,4,13,7,9,12,6,7,8,8,9,7,9,9,7,9,7,9,2,8,9,10,1,5,7,4,2,5,6,2,2,0,3,4,0,4
41101,6087,4779,35044,7,7,5,8,15,21,19,14,16,19,18,12,15,17,24,27,23,21,24,21,20,20,27,21,13,21,16,24,22,19,25,25,12,25,21,13,16,22,16,11,19,15,7,11,10,14,17,18,17,14,11,14,13,11,10,13,11,15,21,8,12,17,10,16,10,13,8,9,13,11,6,12,8,6,8,6,6,6,8,6,10,7,4,5,11,7,5,9,5,6,2,5,4,1,3,1,3,0,3,1,4
41111,6085,4793,35047,5,7,7,13,22,11,19,20,16,27,25,21,12,17,25,21,22,17,31,22,17,17,20,20,19,17,14,27,22,16,22,15,11,20,17,21,10,13,16,16,11,13,26,17,13,17,12,14,13,15,14,13,12,16,15,8,10,10,6,13,14,21,11,11,12,13,11,8,7,8,18,7,12,1,3,10,11,9,7,7,9,6,10,5,4,6,3,6,4,4,2,7,5,3,3,2,5,0,6,1,1
41121,6083,4793,35056,3,12,10,8,7,13,20,9,7,21,24,23,28,23,16,18,27,23,25,22,17,20,18,24,16,18,18,24,18,35,22,22,13,20,23,17,20,12,22,17,19,19,17,18,18,14,13,8,19,17,8,14,17,12,11,17,12,10,9,14,13,10,15,12,11,11,5,13,6,7,8,8,6,9,6,8,4,12,4,5,7,4,3,3,2,6,13,4,6,0,2,3,6,3,2,5,3,1,1,1,3
41128,6084,4756,35061,6,6,13,14,19,26,13,19,22,22,23,18,22,11,13,22,28,20,19,20,14,23,21,20,26,22,27,11,28,19,15,17,16,16,16,21,12,17,19,14,15,17,17,23,13,15,15,15,15,20,17,14,13,18,11,14,16,10,16,11,13,14,13,7,5,12,9,4,10,7,8,13,5,7,9,7,8,8,10,4,7,15,5,4,10,10,3,12,4,8,3,3,4,2,1,0,3,1,3,5,0
41132,6088,4813,35066,5,10,9,7,16,14,16,18,13,12,17,23,17,27,19,17,22,30,24,18,15,24,16,13,26,12,23,20,11,25,25,17,27,17,18,20,17,22,18,16,14,14,11,7,12,15,27,14,18,10,12,11,12,9,11,15,16,12,11,9,17,10,13,16,11,10,11,13,11,6,6,9,9,4,9,4,5,7,6,5,11,8,2,6,10,2,7,8,4,4,7,5,3,4,2,3,3,3,0,1,2
41136,6092,4748,35077,4,9,10,16,16,23,13,14,26,21,17,23,18,15,23,23,18,28,22,22,21,17,16,26,19,20,24,23,16,20,20,19,15,16,27,16,22,13,17,21,18,9,13,18,21,11,11,15,12,10,23,15,14,16,11,10,5,13,12,11,10,12,19,11,17,9,12,9,11,12,7,10,8,2,8,7,8,13,7,2,9,9,8,7,7,8,2,2,6,2,7,2,4,9,1,4,2,6,0,5,0
41143,6093,4793,35085,5,6,8,9,10,19,16,13,19,18,16,18,25,17,15,19,27,26,23,22,11,18,23,18,19,19,23,24,27,16,27,15,21,16,20,23,15,21,15,23,24,14,15,17,18,15,14,14,8,19,10,13,11,11,13,14,19,6,10,15,6,12,12,18,12,11,11,8,11,5,7,5,12,6,7,8,8,4,7,7,5,7,8,4,5,7,4,6,5,4,0,5,4,1,5,2,2,2,2,3,2
41149,6095,4755,35100,2,8,8,10,18,14,25,26,11,24,18,16,18,22,18,23,22,16,16,20,18,16,26,22,29,19,21,23,21,18,16,15,20,19,16,12,19,22,10,11,18,16,16,19,21,12,13,14,9,14,18,17,14,12,19,15,16,10,12,9,12,10,7,10,9,5,14,16,11,11,13,10,13,12,6,10,8,7,4,11,6,4,11,5,3,9,12,3,8,6,3,4,4,0,1,3,1,3,2,1,4
41156,6096,4765,35109,1,9,11,12,7,19,22,10,13,16,28,16,28,16,23,27,25,18,30,28,20,12,19,21,10,21,19,14,27,17,20,25,19,18,18,17,22,17,19,13,16,7,13,8,12,15,11,21,16,18,12,9,15,10,15,24,10,12,12,11,8,10,20,17,13,10,17,10,10,9,7,6,10,12,6,10,10,6,7,8,5,6,4,6,4,6,5,8,6,3,4,2,4,2,3,4,2,2,3,3,0
41163,6097,4744,35119,4,3,10,12,21,12,20,27,18,16,25,13,18,21,25,25,23,22,25,21,25,22,13,14,23,22,22,26,19,23,18,12,16,19,14,22,16,18,17,16,19,14,18,22,10,18,11,14,11,19,14,14,15,20,10,9,10,7,14,12,9,12,5,20,9,17,10,9,14,13,10,4,2,10,3,7,11,7,8,8,6,8,8,5,6,6,5,5,3,6,4,4,5,1,5,2,3,2,4,0,5
41177,6091,4775,35128,6,7,9,8,15,17,16,15,18,18,18,16,16,14,19,23,15,23,29,16,34,22,9,19,16,27,29,22,21,19,13,27,16,24,19,17,20,15,24,14,18,21,7,15,18,18,13,13,11,12,15,15,10,6,14,13,8,13,14,15,14,16,13,12,17,8,7,14,8,7,4,11,7,6,14,9,7,6,2,11,9,3,4,6,4,8,10,2,6,4,4,3,4,3,3,4,2,1,3,3,1
41188,6088,4750,35135,2,7,13,15,13,14,22,18,21,15,18,23,19,14,21,23,19,16,19,18,14,22,15,31,21,22,22,25,19,27,24,17,21,14,19,12,17,18,16,16,18,13,18,17,22,17,17,13,20,12,12,15,17,10,13,18,10,15,11,17,8,11,13,8,11,10,14,11,14,15,8,10,11,7,10,3,4,4,5,4,10,3,3,7,8,8,4,8,11,6,2,1,2,4,4,2,4,2,0,3,3
41194,6090,4788,35144,6,9,9,17,8,12,14,18,16,19,21,23,21,28,22,23,23,27,16,24,23,22,15,14,16,17,18,18,16,23,18,22,25,16,13,22,21,13,13,21,11,15,6,8,13,9,14,12,18,16,17,15,8,13,14,8,16,10,14,14,17,14,12,8,9,14,8,14,9,8,10,8,11,11,4,8,10,6,11,6,7,4,12,5,8,4,4,7,6,1,1,6,2,7,2,3,6,1,4,1,0
41196,6096,4750,35150,1,11,6,9,11,18,20,21,21,19,19,23,19,20,17,26,23,18,18,21,20,16,23,21,22,23,25,20,30,14,15,26,13,23,23,15,14,18,15,13,20,17,14,16,24,13,15,14,15,13,14,17,16,15,12,16,14,8,10,13,15,11,14,12,10,14,13,6,9,14,6,7,10,1,4,8,3,7,5,3,7,7,9,8,5,5,5,5,7,4,3,5,3,6,1,2,6,4,1,4,1
41202,6098,4795,35155,1,3,6,14,13,9,21,25,16,11,16,15,20,18,23,26,32,26,21,17,19,19,26,16,22,24,18,17,18,15,20,17,16,17,24,16,19,16,18,34,13,14,15,8,16,18,13,8,15,14,10,18,17,11,7,5,10,14,12,8,17,19,4,10,17,13,9,7,10,5,8,3,12,11,11,9,5,5,5,5,11,4,7,9,7,8,6,8,3,3,7,5,2,2,4,0,1,3,2,2,3
41209,6099,4726,35160,4,4,10,10,13,14,13,20,24,22,17,14,25,21,20,28,29,33,16,14,23,20,27,16,19,18,16,19,31,20,22,22,15,18,13,17,22,21,20,16,11,18,14,18,15,20,15,13,20,17,13,18,12,12,13,10,9,9,16,12,11,11,13,11,11,9,8,18,11,13,18,11,10,13,9,2,6,3,8,7,4,8,7,5,5,11,7,4,4,5,5,4,1,1,3,5,2,3,2,0,3
41214,6102,4767,35167,8,6,15,12,13,14,18,16,21,20,14,20,19,26,21,23,28,20,27,22,18,20,21,17,18,26,25,15,20,17,26,23,25,23,16,12,17,12,15,16,16,10,8,17,6,14,9,15,19,19,11,18,12,8,9,14,6,11,13,16,14,14,13,11,9,10,6,9,13,12,6,8,6,12,7,7,8,5,8,13,4,10,4,8,7,5,4,5,7,6,4,1,4,4,3,2,1,6,1,5,2
41223,6101,4774,35172,8,7,9,7,18,19,14,12,18,14,24,24,15,13,22,22,27,22,29,21,23,16,23,30,27,14,17,24,25,16,19,11,16,16,26,17,19,20,11,14,18,17,15,15,15,18,13,16,17,13,13,11,9,13,15,17,11,14,11,11,9,15,14,15,14,11,13,7,10,12,10,9,4,8,7,3,7,6,5,2,8,9,3,4,5,6,3,4,4,3,5,2,5,2,5,1,1,5,3,2,5
41231,6101,4752,35180,3,4,9,18,11,18,18,18,23,13,18,15,16,18,17,28,17,18,16,16,22,19,22,21,14,21,32,25,18,15,17,18,17,13,23,25,15,22,23,14,27,12,14,12,9,15,16,18,13,14,17,20,14,13,13,14,10,10,15,14,10,12,15,5,13,14,11,14,6,16,7,7,8,10,11,12,8,6,7,8,9,9,8,3,5,7,10,5,6,7,4,5,5,4,2,1,2,1,3,2,1
41235,6105,4726,35187,4,11,8,16,11,21,19,16,18,19,17,20,23,20,27,32,29,14,20,22,17,30,16,14,11,14,20,26,21,23,25,17,17,19,14,17,24,20,11,14,18,16,10,24,20,13,11,17,25,15,9,9,15,13,11,7,8,18,19,16,12,11,9,16,5,14,7,7,15,7,10,19,9,7,7,8,7,6,6,7,9,7,5,4,7,7,8,3,7,7,5,5,5,6,1,2,5,1,2,3,3
41241,6107,4778,35188,2,8,11,17,11,10,13,24,17,21,17,14,31,19,24,25,21,27,22,23,21,16,17,20,20,16,19,22,27,24,22,22,21,9,18,18,14,21,18,18,6,16,11,7,16,8,12,12,20,17,18,17,13,12,9,6,13,9,11,14,16,15,10,10,14,11,10,10,12,9,12,4,10,7,6,6,11,9,8,9,12,6,6,4,8,6,5,1,7,5,4,5,2,5,0,2,2,0,3,3,3
