Total SVs,SVPs,Axonal Transport SVs,Recycled SVs,PS Loc: 0,PS Loc: 3,PS Loc: 6,PS Loc: 9,PS Loc: 12,PS Loc: 15,PS Loc: 18,PS Loc: 21,PS Loc: 24,PS Loc: 27,PS Loc: 30,PS Loc: 33,PS Loc: 36,PS Loc: 39,PS Loc: 42,PS Loc: 45,PS Loc: 48,PS Loc: 51,PS Loc: 54,PS Loc: 57,PS Loc: 60,PS Loc: 63,PS Loc: 66,PS Loc: 69,PS Loc: 72,PS Loc: 75,PS Loc: 78,PS Loc: 81,PS Loc: 84,PS Loc: 87,PS Loc: 90,PS Loc: 93,PS Loc: 96,PS Loc: 99,PS Loc: 102,PS Loc: 105,PS Loc: 108,PS Loc: 111,PS Loc: 114,PS Loc: 117,PS Loc: 120,PS Loc: 123,PS Loc: 126,PS Loc: 129,PS Loc: 132,PS Loc: 135,PS Loc: 138,PS Loc: 141,PS Loc: 144,PS Loc: 147,PS Loc: 150,PS Loc: 153,PS Loc: 156,PS Loc: 159,PS Loc: 162,PS Loc: 165,PS Loc: 168,PS Loc: 171,PS Loc: 174,PS Loc: 177,PS Loc: 180,PS Loc: 183,PS Loc: 186,PS Loc: 189,PS Loc: 192,PS Loc: 195,PS Loc: 198,PS Loc: 201,PS Loc: 204,PS Loc: 207,PS Loc: 210,PS Loc: 213,PS Loc: 216,PS Loc: 219,PS Loc: 222,PS Loc: 225,PS Loc: 228,PS Loc: 231,PS Loc: 234,PS Loc: 237,PS Loc: 240,PS Loc: 243,PS Loc: 246,PS Loc: 249,PS Loc: 252,PS Loc: 255,PS Loc: 258,PS Loc: 261,PS Loc: 264,PS Loc: 267,PS Loc: 270,PS Loc: 273,PS Loc: 276,PS Loc: 279,PS Loc: 282,PS Loc: 285,PS Loc: 288,PS Loc: 291,PS Loc: 294,PS Loc: 297,PS Loc: 300
4064,84,2403,43,6,14,22,16,24,12,17,12,18,15,13,18,20,22,11,20,12,22,14,12,20,14,15,15,23,23,9,8,16,16,21,16,15,22,12,16,20,20,21,10,15,18,15,22,15,20,10,21,14,21,14,17,17,10,15,18,15,13,19,10,13,18,18,13,16,15,19,12,16,15,18,26,11,22,14,24,8,15,13,23,13,12,10,15,18,9,18,10,14,15,16,19,16,21,15,21,16,13,17,12,18
4065,91,2378,46,8,11,17,12,22,19,18,13,21,13,15,16,20,26,16,19,13,21,15,14,24,13,14,10,27,16,9,10,12,17,15,23,13,25,13,17,20,13,23,12,20,13,18,12,9,18,9,17,17,23,12,18,13,8,16,16,14,20,21,10,16,21,20,15,11,12,11,17,14,25,18,21,18,20,11,21,15,13,13,22,20,14,12,16,16,8,18,15,22,15,18,23,19,20,18,21,16,16,10,15,16
4065,99,2439,48,3,11,17,19,23,21,22,14,21,15,14,18,16,15,20,16,12,17,13,13,17,14,15,12,21,18,12,13,10,16,16,15,13,21,17,12,13,12,24,17,14,10,21,14,8,15,13,14,14,17,11,15,17,13,16,14,15,18,18,15,18,20,14,10,12,18,16,16,8,20,13,20,16,15,20,19,19,18,8,19,20,14,20,14,11,12,13,19,23,16,14,23,12,18,20,20,26,13,7,16,8
4065,107,2394,53,3,14,13,17,21,17,19,10,19,12,12,18,12,26,25,8,11,16,13,13,23,14,16,18,13,20,9,14,16,19,15,16,12,15,14,12,13,11,19,18,14,16,20,15,10,22,14,18,15,18,11,20,20,10,14,12,17,27,13,16,19,28,13,13,16,17,10,14,13,18,13,20,17,16,25,17,13,19,10,16,19,21,18,15,12,12,16,19,23,14,15,23,19,26,16,19,22,13,12,18,11
4065,115,2402,58,6,12,14,13,18,13,17,14,19,12,17,13,12,22,22,9,16,14,14,11,18,14,16,22,15,25,15,15,10,17,18,16,7,21,18,13,11,15,15,14,16,12,24,16,15,17,18,16,19,12,16,23,19,17,20,11,14,20,14,14,22,22,13,13,19,19,8,19,18,16,18,13,17,15,25,16,17,14,11,14,20,20,19,14,17,11,16,19,22,14,11,19,18,20,11,15,19,14,9,17,15
4065,123,2369,59,2,11,16,17,19,13,15,13,17,11,15,12,14,21,30,14,15,19,13,12,22,18,19,24,9,22,18,15,10,17,17,15,11,20,16,15,11,18,11,20,20,8,15,16,16,11,21,17,19,14,17,17,17,18,14,11,16,24,15,8,21,21,12,16,19,17,13,20,22,10,23,13,20,16,29,16,14,16,10,14,18,17,18,17,9,13,17,18,16,16,16,25,20,24,12,15,21,13,14,20,15
4066,130,2389,64,4,8,12,12,19,19,14,13,21,7,16,17,14,23,25,15,17,17,8,9,20,16,17,22,14,23,21,12,11,15,14,18,17,22,15,18,18,19,12,22,15,10,13,16,16,10,14,23,22,19,23,14,17,16,13,14,16,17,15,9,16,25,9,12,17,17,14,18,21,9,24,16,16,13,19,14,15,18,12,14,15,16,22,18,11,9,17,20,17,16,15,16,18,22,14,14,23,13,12,21,17
4066,138,2378,66,7,12,19,17,16,21,11,13,16,8,22,11,21,23,24,13,15,16,6,13,16,15,24,18,10,18,15,15,13,17,14,19,16,22,17,14,15,18,14,19,22,16,16,17,20,10,18,20,26,23,23,15,23,13,13,15,19,16,19,14,19,19,11,17,13,17,9,11,25,6,22,14,18,14,19,11,15,20,10,12,11,19,21,15,11,9,15,11,16,24,17,12,20,18,10,15,26,15,13,13,18
4066,146,2372,71,7,10,12,18,9,20,9,13,16,10,15,14,21,14,20,16,9,21,10,14,18,15,21,22,8,15,13,14,21,21,12,15,20,23,27,10,18,20,18,11,25,13,15,16,22,16,20,27,20,19,21,15,19,16,11,16,21,13,16,17,17,22,19,13,16,16,10,11,20,6,19,18,17,15,16,9,16,24,15,17,8,19,19,18,10,10,20,14,12,24,17,9,21,18,9,12,21,19,14,14,21
4070,150,2415,72,5,12,21,18,9,19,11,14,11,7,16,13,19,16,20,17,11,27,16,13,14,21,21,19,11,16,17,9,22,24,12,14,14,21,23,10,18,15,16,11,14,14,14,13,19,17,18,22,15,12,19,15,26,21,11,12,20,10,15,14,22,20,17,12,19,15,10,14,19,9,13,22,12,24,21,10,14,19,16,16,10,23,18,12,8,16,19,7,8,23,16,11,28,20,11,12,16,15,14,9,19
4070,158,2388,76,3,13,13,16,8,12,18,19,12,9,23,13,19,18,13,14,12,26,16,13,10,22,26,18,15,11,11,12,15,25,19,13,14,24,26,7,21,16,23,13,13,14,16,14,17,12,13,22,9,13,20,17,22,15,13,13,16,15,22,13,16,13,18,20,15,18,11,14,20,13,15,18,18,25,23,13,15,17,16,12,15,22,15,9,14,17,16,5,10,22,18,17,28,18,13,15,13,14,19,12,24
4073,163,2409,81,4,12,10,18,13,10,18,12,18,13,18,18,18,18,18,17,14,21,13,13,10,14,19,16,15,7,14,15,10,22,21,10,11,24,25,7,25,15,24,12,19,14,22,12,21,14,18,18,9,20,17,22,16,18,18,12,23,17,19,17,14,12,14,15,20,21,13,17,14,23,16,14,20,25,13,15,13,13,15,9,22,16,14,8,16,15,16,5,11,28,13,14,19,18,13,15,10,13,14,11,18
4075,169,2368,82,5,9,10,17,18,12,19,15,14,15,13,17,19,16,14,20,19,22,13,17,12,17,15,13,19,6,13,17,12,17,20,13,14,22,25,13,25,14,21,15,21,21,18,11,18,21,17,23,17,16,20,15,19,16,20,15,17,16,17,20,16,13,13,14,21,22,14,12,10,26,12,14,21,13,13,12,10,23,20,11,20,16,20,14,15,20,17,9,16,23,8,19,12,19,13,15,9,16,17,12,20
4076,176,2416,86,8,7,13,16,20,10,12,16,17,15,14,16,18,19,12,16,20,17,9,16,17,20,14,14,15,15,16,20,12,14,20,10,14,17,26,14,21,13,20,19,19,20,18,15,14,17,18,24,17,13,16,15,23,17,20,12,13,16,16,17,15,19,19,16,18,21,16,9,9,26,13,12,21,5,12,11,12,15,16,11,14,16,21,16,20,15,18,13,13,18,13,19,9,20,11,18,13,14,12,9,14
4076,184,2429,91,10,7,9,13,22,7,13,20,16,19,14,21,19,17,12,21,19,14,5,16,12,19,18,16,21,18,12,19,11,14,19,9,13,21,18,11,18,13,18,13,13,19,19,16,15,15,17,14,16,11,16,20,22,18,18,11,13,15,17,19,13,21,17,18,19,19,15,12,13,24,10,13,27,9,9,10,18,11,21,14,14,10,20,13,14,13,14,18,10,17,14,20,15,15,16,14,16,16,15,10,18
4079,189,2409,94,6,9,12,12,13,15,9,19,14,18,11,22,26,20,18,16,14,18,5,17,10,20,19,18,24,17,12,16,9,17,24,13,10,18,15,14,17,16,22,15,14,20,21,21,12,14,13,14,18,9,14,16,21,12,19,15,12,12,14,20,12,16,14,23,18,20,14,14,19,22,11,11,25,14,22,15,14,10,16,12,18,12,23,11,12,18,13,17,8,16,21,26,13,9,17,13,18,18,12,10,18
4081,195,2361,98,10,9,17,15,16,17,10,21,11,9,19,16,24,22,20,20,15,19,12,18,13,18,20,18,23,18,13,16,11,15,22,11,7,17,18,12,16,13,23,17,17,20,20,19,14,18,12,15,18,11,17,16,16,16,16,17,12,11,18,21,12,18,11,29,16,16,16,16,19,19,14,13,27,14,17,13,12,17,19,14,22,24,16,14,17,12,12,19,16,20,19,17,9,13,16,15,17,12,7,12,16
4082,202,2350,99,9,5,13,12,21,12,11,18,12,14,21,20,24,16,20,19,18,19,18,16,12,22,20,15,19,14,9,13,16,18,21,17,9,20,21,21,19,14,18,14,19,18,17,15,10,19,18,17,13,15,10,10,16,18,19,19,13,14,16,17,15,18,11,24,12,17,17,17,22,20,16,14,25,11,13,13,11,20,16,14,21,18,15,18,17,16,14,16,13,20,20,12,19,15,19,15,16,16,10,11,23
4085,207,2402,104,9,8,11,15,14,11,15,18,18,16,20,16,16,13,19,20,25,15,16,16,17,16,17,11,24,15,9,15,14,14,16,21,11,16,16,23,15,13,16,16,20,12,20,15,12,15,12,18,9,16,8,12,19,20,26,22,14,15,25,14,16,19,10,18,13,15,15,16,22,17,12,24,19,11,11,11,9,20,16,12,10,17,15,16,17,15,14,17,12,22,18,13,17,16,15,16,17,16,7,13,20
4085,215,2290,107,11,5,5,18,17,14,15,17,22,16,20,18,20,15,15,18,25,11,14,18,17,17,20,13,24,18,15,17,13,11,21,19,16,21,13,24,22,13,20,13,22,11,16,18,17,20,14,17,7,19,12,19,24,18,26,20,17,15,22,18,14,20,12,20,16,19,17,20,23,13,16,20,18,15,16,14,14,20,10,15,6,22,10,16,15,14,18,19,17,25,16,16,16,25,13,18,17,13,9,20,18
4086,222,2295,111,8,5,9,19,19,14,21,19,16,13,18,16,19,13,16,20,22,12,18,22,15,15,18,19,22,21,21,11,18,15,21,17,15,15,14,12,16,11,21,13,20,16,13,19,15,22,16,24,9,17,16,16,26,16,27,22,22,9,21,16,16,19,18,19,20,18,16,15,20,16,14,19,18,19,17,16,13,20,10,9,8,20,10,16,16,16,18,16,13,23,18,17,18,26,14,16,10,14,12,17,19
4089,227,2316,116,9,8,11,18,17,11,22,17,15,13,13,19,15,18,19,20,20,11,15,19,14,17,15,19,20,18,22,11,14,18,26,19,17,9,21,11,20,12,21,15,24,21,15,11,15,22,14,21,14,14,18,20,16,19,28,25,16,9,16,16,21,18,18,22,19,15,16,10,21,20,16,25,13,14,16,17,13,21,12,16,12,15,9,17,12,18,18,16,12,25,18,18,14,18,10,12,10,14,11,19,13
4092,232,2386,117,7,8,12,15,14,14,20,12,15,21,11,20,13,16,19,22,16,16,17,18,12,21,17,19,20,16,18,9,12,13,23,17,22,12,20,15,22,8,13,12,22,21,15,13,15,24,10,18,12,14,17,12,13,14,23,21,21,9,18,19,17,18,22,19,15,20,17,17,23,21,16,24,15,14,15,16,12,18,9,17,11,11,11,13,13,15,13,13,13,27,19,19,18,11,8,9,11,11,11,16,13
4094,238,2370,123,5,5,11,18,9,15,19,17,14,14,15,19,18,21,18,19,13,18,16,22,16,19,15,16,18,20,17,13,12,12,19,11,18,11,18,13,18,10,17,15,16,18,14,18,16,22,11,15,12,14,16,9,16,21,23,21,22,15,16,14,18,16,22,11,15,18,20,17,21,20,14,22,13,15,16,19,17,15,12,12,23,11,23,12,14,20,15,16,16,25,20,19,12,12,8,9,13,17,13,13,14
4094,246,2325,127,2,5,11,14,14,21,22,20,18,15,15,28,22,19,13,14,21,13,16,22,14,26,20,19,17,20,19,15,18,15,15,17,21,13,15,9,10,10,19,20,12,19,16,15,17,17,10,15,14,12,15,13,18,25,22,21,14,13,14,24,16,14,25,14,14,14,23,16,21,18,17,17,13,18,19,19,17,16,10,12,16,9,22,16,18,23,12,15,12,22,16,12,13,14,14,17,12,18,17,15,13
4098,250,2349,130,5,6,10,13,13,20,22,19,15,14,10,29,18,14,20,14,21,7,15,18,14,22,20,18,21,19,13,15,19,13,17,19,18,16,14,11,13,19,24,27,13,19,11,14,18,16,16,16,17,14,9,12,18,22,24,20,14,13,13,16,15,15,22,11,16,12,20,17,20,15,17,13,17,18,19,15,12,14,10,13,20,13,22,17,14,21,16,19,15,13,20,13,15,10,18,18,15,16,16,13,14
4100,256,2359,134,5,8,12,12,19,22,18,17,21,22,13,29,22,16,20,20,22,5,18,13,14,17,13,15,18,21,15,12,15,11,15,17,23,17,16,18,19,16,18,29,11,18,15,15,13,16,18,11,14,16,10,17,17,17,19,20,14,16,11,21,13,18,21,13,19,16,15,19,19,16,20,12,17,18,16,11,14,13,18,11,18,19,13,14,14,16,16,13,13,15,20,13,17,8,15,17,14,13,14,9,15
4104,260,2369,135,3,6,14,12,22,17,17,14,19,19,19,22,21,13,18,19,26,5,18,12,14,16,16,16,16,17,18,11,13,11,14,15,17,16,17,20,19,14,16,19,8,18,15,17,17,16,19,7,15,16,10,16,17,14,19,18,14,21,19,20,13,15,22,15,20,15,14,24,23,20,20,15,21,17,19,12,17,21,16,14,13,18,12,11,18,16,19,19,14,13,29,10,17,12,12,13,11,10,14,9,10
4106,266,2370,139,4,6,19,15,20,17,14,13,19,22,23,26,16,9,20,18,20,16,23,12,13,13,13,17,18,24,18,15,12,15,14,14,15,17,19,13,13,15,15,16,12,16,15,22,18,12,20,8,14,14,8,19,20,15,17,18,9,21,21,15,13,17,22,12,20,13,12,20,16,16,22,18,22,14,21,16,19,18,16,23,12,19,14,10,17,13,19,16,18,13,25,10,17,11,14,7,10,11,12,9,15
4107,273,2363,140,8,7,17,16,12,20,9,13,20,16,24,16,13,10,19,13,17,16,21,13,12,14,18,19,17,23,22,16,16,21,19,17,15,19,21,10,12,19,12,14,17,19,14,22,15,16,20,7,18,17,13,17,17,21,15,15,15,22,12,15,15,19,15,18,15,17,12,23,15,17,15,14,20,13,21,18,11,14,12,16,10,14,12,14,22,9,19,18,16,24,25,14,16,16,11,8,16,13,14,12,18
4109,279,2391,140,7,9,13,15,13,18,15,12,19,19,21,15,20,19,19,15,19,13,20,13,14,12,16,15,16,12,24,13,18,21,16,18,13,14,24,9,14,20,13,11,20,21,16,17,14,16,21,10,16,13,12,23,17,21,17,15,9,15,16,15,16,18,14,17,14,21,14,22,15,12,5,13,16,22,21,20,7,14,13,14,12,14,19,10,21,9,16,15,18,18,21,18,16,21,9,9,18,12,14,14,15
4110,286,2381,141,6,8,9,13,9,18,13,11,16,18,19,20,18,24,18,16,14,12,20,24,16,17,8,15,15,14,20,17,12,22,14,21,15,16,20,9,14,23,11,13,14,19,12,19,12,17,19,8,12,16,14,16,18,24,20,14,17,17,16,14,19,20,17,19,11,19,19,26,18,11,10,15,16,20,14,18,13,14,15,17,14,12,18,15,15,6,22,21,20,12,20,21,15,15,16,11,11,12,12,17,16
4110,294,2352,145,2,8,8,11,13,21,11,13,18,17,26,18,15,20,22,21,17,18,15,20,17,15,13,12,22,16,18,19,10,18,17,20,19,18,17,9,14,22,10,14,11,11,14,20,11,20,19,7,17,16,15,18,20,17,22,13,16,17,19,21,16,21,13,25,13,17,22,21,22,11,17,9,18,20,17,26,12,6,18,22,19,15,18,14,16,14,16,18,16,8,16,25,16,12,12,15,9,14,14,14,8
4112,300,2367,151,4,9,8,13,18,14,14,13,14,24,21,15,17,12,20,19,17,17,17,15,19,16,19,13,24,16,26,17,15,18,23,14,13,16,20,15,17,22,13,12,9,16,10,18,15,17,17,18,16,18,15,15,17,14,12,17,22,17,11,19,13,20,14,27,13,14,18,20,21,12,18,14,13,22,17,25,8,12,20,16,17,12,21,12,13,16,13,19,18,10,10,12,14,15,13,16,12,16,10,13,13
4113,307,2364,154,4,10,8,19,20,17,13,17,15,20,17,15,12,14,20,19,14,19,19,16,17,11,16,11,17,19,20,15,11,22,18,17,14,21,13,12,16,21,15,19,10,22,13,22,14,22,15,20,19,16,15,16,19,11,13,14,23,15,12,21,13,17,10,21,16,16,22,19,19,12,18,10,13,22,20,11,11,16,15,15,18,12,20,16,11,17,10,20,26,12,12,14,10,15,18,13,11,23,9,15,12
4117,311,2384,156,4,11,10,22,13,13,11,16,15,22,17,15,18,14,19,18,12,23,21,20,15,17,21,10,17,15,24,8,16,26,22,16,13,19,15,15,18,21,16,15,14,20,15,11,17,23,17,16,17,15,16,15,22,14,13,11,24,23,16,17,14,14,10,18,18,11,23,13,17,16,18,8,16,17,17,13,15,17,16,14,16,14,15,16,11,19,9,15,26,14,11,14,12,22,14,6,11,16,8,5,9
4122,314,2361,161,7,10,10,18,16,15,12,15,13,23,17,21,22,13,19,10,13,22,19,18,15,19,17,12,19,14,21,8,19,21,24,14,11,17,14,18,24,15,15,16,15,15,17,11,12,21,16,15,18,19,14,11,16,12,16,16,22,15,19,15,22,15,16,13,16,14,27,23,20,18,12,12,8,20,18,12,13,18,20,14,13,14,13,12,13,16,13,18,24,21,12,17,17,19,18,7,8,7,15,12,19
4126,318,2344,164,4,8,6,14,11,17,14,21,17,16,17,20,19,17,19,16,23,17,22,14,16,23,14,12,20,15,21,19,20,20,18,13,16,21,18,19,22,15,17,11,15,11,18,12,11,16,14,17,18,19,20,11,14,15,17,18,14,15,15,15,18,16,20,16,16,15,23,16,17,16,14,12,18,15,17,10,19,18,20,20,15,11,18,16,8,13,13,17,25,19,10,20,20,23,22,8,9,7,13,12,16
4128,324,2326,168,4,9,6,13,12,14,13,18,18,21,20,20,20,17,17,17,14,18,20,12,12,23,14,15,21,12,20,18,15,16,21,12,10,21,15,20,18,12,21,11,23,14,18,13,18,15,16,16,16,21,16,14,12,19,13,15,19,19,20,12,23,22,19,13,16,23,24,16,16,16,19,17,23,12,23,7,19,12,20,17,16,15,18,12,12,13,14,19,23,19,10,12,21,18,19,11,11,6,16,15,18
4133,327,2327,171,6,10,5,13,16,19,9,15,17,17,21,17,15,15,15,20,22,13,20,16,13,29,16,17,15,16,15,12,13,16,23,21,12,14,18,21,20,17,22,14,17,20,17,14,19,19,11,16,16,23,18,15,21,14,12,12,15,19,21,15,19,11,21,15,13,13,23,21,16,11,14,12,19,20,17,9,21,15,28,15,18,13,25,14,11,8,14,18,22,17,15,13,21,20,15,14,13,6,15,14,17
4137,331,2408,176,7,13,7,13,14,12,10,18,16,14,25,24,18,9,12,15,23,11,22,13,15,21,12,11,15,22,11,12,14,15,24,20,17,14,11,21,15,15,16,12,21,18,14,20,21,11,15,14,11,25,19,14,15,17,13,18,12,24,18,14,18,17,21,11,12,14,19,20,18,10,17,16,22,19,11,8,18,16,17,16,15,12,28,8,9,8,13,18,15,19,11,15,14,22,13,15,10,6,13,13,13
4140,336,2396,182,10,12,8,15,12,12,14,17,15,16,26,18,11,7,8,16,21,14,19,13,17,14,17,17,23,21,13,14,13,18,26,16,16,17,11,24,17,14,16,14,20,13,13,14,19,12,13,10,8,18,15,16,13,21,16,20,11,23,17,12,20,23,20,12,14,17,23,19,22,15,19,10,16,11,14,11,20,22,19,18,12,13,28,8,10,12,8,21,13,21,14,10,16,20,14,17,9,10,8,17,10
4141,343,2365,187,8,6,11,14,12,14,20,11,16,19,23,14,17,15,10,15,24,15,23,13,18,14,17,15,21,19,19,12,19,16,20,15,17,21,11,21,18,5,17,17,14,19,10,19,19,17,13,18,20,16,15,18,14,16,19,24,10,23,17,17,24,21,14,11,12,19,19,21,19,16,18,10,16,14,16,13,13,27,19,17,16,12,18,4,14,17,14,14,7,13,14,8,15,25,19,17,9,10,10,15,9
4144,348,2345,191,5,4,11,15,12,13,18,13,16,23,25,11,18,23,12,14,21,18,20,10,23,17,14,17,19,19,16,20,16,14,20,14,19,25,14,18,14,9,15,14,9,22,14,19,21,18,13,16,14,20,12,20,10,19,20,17,12,21,17,15,25,22,23,14,13,15,18,20,19,21,18,9,7,19,12,17,7,24,18,20,15,16,17,8,14,14,16,16,13,18,12,16,14,20,16,16,11,13,8,16,10
4148,352,2294,198,5,8,12,13,14,13,16,12,8,18,24,12,19,22,17,21,22,19,21,17,21,17,16,23,15,18,13,14,15,19,19,26,23,26,18,17,13,12,16,15,16,20,13,17,16,21,11,14,19,17,15,25,9,19,21,16,15,17,20,15,19,19,19,14,15,12,25,22,21,20,10,18,16,17,13,15,6,24,13,20,13,19,15,9,13,20,18,15,12,17,14,17,18,17,17,18,8,13,9,18,13
4149,359,2299,200,4,8,13,9,11,15,20,15,11,23,19,13,19,15,17,19,22,20,22,15,16,15,18,22,17,15,16,15,19,24,18,22,18,27,18,15,11,7,23,17,14,20,15,13,14,19,12,16,16,15,11,21,13,16,16,21,18,19,24,18,12,20,24,18,14,15,25,22,23,25,14,21,13,17,15,13,7,21,14,18,17,17,15,15,10,17,17,15,26,15,13,13,19,12,13,16,10,9,10,17,9
4153,363,2337,203,3,10,17,10,11,15,18,15,11,17,22,13,18,14,17,17,19,19,20,17,17,17,14,24,8,26,14,10,19,25,14,31,12,18,16,17,16,11,18,15,15,20,20,17,9,23,12,22,15,16,13,23,16,13,19,17,17,15,20,13,9,19,22,15,18,16,22,26,21,26,17,16,17,13,16,17,12,16,13,19,21,17,20,15,12,13,8,7,26,10,15,14,19,8,14,15,5,10,8,15,11
