Total SVs,SVPs,Axonal Transport SVs,Recycled SVs,PS Loc: 0,PS Loc: 3,PS Loc: 6,PS Loc: 9,PS Loc: 12,PS Loc: 15,PS Loc: 18,PS Loc: 21,PS Loc: 24,PS Loc: 27,PS Loc: 30,PS Loc: 33,PS Loc: 36,PS Loc: 39,PS Loc: 42,PS Loc: 45,PS Loc: 48,PS Loc: 51,PS Loc: 54,PS Loc: 57,PS Loc: 60,PS Loc: 63,PS Loc: 66,PS Loc: 69,PS Loc: 72,PS Loc: 75,PS Loc: 78,PS Loc: 81,PS Loc: 84,PS Loc: 87,PS Loc: 90,PS Loc: 93,PS Loc: 96,PS Loc: 99,PS Loc: 102,PS Loc: 105,PS Loc: 108,PS Loc: 111,PS Loc: 114,PS Loc: 117,PS Loc: 120,PS Loc: 123,PS Loc: 126,PS Loc: 129,PS Loc: 132,PS Loc: 135,PS Loc: 138,PS Loc: 141,PS Loc: 144,PS Loc: 147,PS Loc: 150,PS Loc: 153,PS Loc: 156,PS Loc: 159,PS Loc: 162,PS Loc: 165,PS Loc: 168,PS Loc: 171,PS Loc: 174,PS Loc: 177,PS Loc: 180,PS Loc: 183,PS Loc: 186,PS Loc: 189,PS Loc: 192,PS Loc: 195,PS Loc: 198,PS Loc: 201,PS Loc: 204,PS Loc: 207,PS Loc: 210,PS Loc: 213,PS Loc: 216,PS Loc: 219,PS Loc: 222,PS Loc: 225,PS Loc: 228,PS Loc: 231,PS Loc: 234,PS Loc: 237,PS Loc: 240,PS Loc: 243,PS Loc: 246,PS Loc: 249,PS Loc: 252,PS Loc: 255,PS Loc: 258,PS Loc: 261,PS Loc: 264,PS Loc: 267,PS Loc: 270,PS Loc: 273,PS Loc: 276,PS Loc: 279,PS Loc: 282,PS Loc: 285,PS Loc: 288,PS Loc: 291,PS Loc: 294,PS Loc: 297,PS Loc: 300
7001,1027,3303,1536,5,9,17,21,21,22,20,10,17,26,23,21,29,25,24,23,31,22,30,28,27,31,26,24,28,38,27,33,27,28,29,29,27,36,29,27,23,30,35,31,30,24,24,28,29,17,27,18,26,19,20,29,18,22,23,20,20,31,17,24,24,14,28,22,21,29,33,24,22,29,25,17,26,19,17,13,24,17,15,22,19,16,9,17,17,18,17,10,5,18,12,9,13,8,10,6,16,9,4,8,5
7007,1029,3274,1539,4,7,13,15,25,18,34,18,17,23,28,23,29,26,27,22,33,27,30,21,35,27,29,28,34,34,37,36,26,28,25,35,29,36,29,21,31,32,41,28,24,20,32,26,23,22,19,14,29,23,22,26,20,28,28,19,23,28,19,23,24,22,20,21,20,26,25,20,26,28,28,22,23,26,14,13,22,17,17,12,20,19,9,11,15,18,21,8,7,16,10,14,10,8,6,9,15,9,5,6,3
7012,1032,3289,1540,5,8,20,16,22,20,26,21,13,24,35,21,25,30,35,25,37,27,31,16,41,10,25,29,33,29,29,28,24,23,24,33,29,36,24,23,33,35,37,26,26,27,34,23,23,23,20,20,27,23,20,27,27,30,28,21,27,28,22,22,21,18,18,21,17,24,33,24,24,26,24,23,21,25,14,17,25,16,22,16,16,21,8,12,15,19,18,13,9,13,10,8,8,5,7,5,13,11,4,7,6
7019,1033,3308,1545,6,9,18,16,18,21,23,25,17,28,30,25,23,26,44,28,34,30,35,18,31,20,30,23,35,23,34,29,28,21,23,32,31,29,36,20,26,36,34,25,23,26,29,18,21,29,20,19,23,24,23,32,30,29,24,19,22,30,22,17,23,20,23,26,18,20,30,22,19,23,23,20,18,24,19,11,22,18,19,15,20,20,10,16,13,10,11,19,12,12,14,6,8,6,8,2,17,11,5,6,7
7022,1038,3331,1549,2,12,18,17,21,19,22,26,17,23,25,22,30,26,37,23,28,25,33,21,24,23,29,33,32,20,23,31,25,23,30,36,21,33,35,21,32,31,38,29,22,23,36,20,19,28,21,20,23,27,21,23,26,24,22,22,21,25,28,21,19,16,24,31,16,22,29,25,27,25,25,26,18,24,19,9,21,12,21,14,14,11,12,13,18,13,8,17,17,7,14,8,7,9,9,8,18,9,3,8,8
7026,1042,3312,1559,1,13,11,16,20,12,23,22,15,24,24,21,35,28,26,25,26,30,34,22,30,29,29,30,33,24,30,37,20,19,24,32,29,31,31,18,26,34,39,30,21,22,27,27,17,26,20,25,18,24,27,30,19,20,26,17,26,28,25,21,25,24,32,32,24,21,27,29,27,29,26,26,23,19,20,11,25,15,17,13,16,11,15,13,18,14,7,12,17,6,16,8,5,11,8,8,11,7,7,7,4
7032,1044,3250,1564,3,17,11,13,20,18,20,21,14,18,22,31,30,28,32,24,31,27,30,33,32,32,33,25,31,31,28,29,29,21,32,28,32,28,29,16,31,44,34,22,23,33,26,23,16,34,17,28,15,34,20,24,20,28,20,18,27,26,26,17,21,20,35,36,23,29,21,27,22,31,23,29,24,22,24,14,19,17,16,16,17,13,16,15,14,17,15,14,17,9,17,10,8,12,10,7,8,6,8,7,4
7038,1046,3252,1567,1,10,12,17,19,18,20,17,20,26,23,33,21,33,28,29,35,38,30,34,28,32,26,30,26,32,26,24,36,23,27,31,27,37,29,19,25,41,27,24,28,25,34,27,26,27,18,22,20,34,26,29,17,25,21,21,21,30,29,18,21,16,30,31,24,30,18,24,23,26,17,23,22,22,18,15,12,22,19,19,19,15,21,11,15,14,15,13,17,13,17,10,4,9,11,10,10,9,11,6,5
7042,1050,3274,1569,2,13,12,17,26,17,19,16,23,23,24,26,18,31,20,38,40,28,28,35,26,32,20,38,31,29,34,24,34,27,24,33,30,31,31,23,28,43,28,17,20,29,34,29,25,31,22,24,22,32,23,26,18,27,21,24,23,36,31,16,21,17,19,30,19,19,22,29,16,20,19,20,21,20,22,18,9,14,18,19,21,15,18,10,20,14,19,13,13,8,15,13,5,9,9,11,13,9,12,4,4
7055,1045,3307,1572,2,15,13,20,25,21,21,14,22,26,29,22,18,32,23,30,35,31,31,28,27,30,35,31,27,38,28,28,27,20,23,20,34,39,29,28,23,35,34,24,22,23,30,30,19,29,19,27,26,31,21,33,14,21,15,33,20,28,31,18,26,23,18,23,19,26,21,25,17,22,22,22,19,18,25,21,13,19,16,17,20,15,14,22,15,11,19,13,8,14,12,9,7,5,4,13,9,3,9,7,7
7062,1046,3298,1574,3,11,15,19,20,15,19,11,28,27,22,17,23,31,25,34,28,30,32,25,31,24,36,31,31,36,29,28,33,27,26,27,37,32,23,32,28,38,29,29,25,23,25,31,28,22,17,19,26,25,25,27,21,21,15,31,24,23,31,17,25,26,30,19,25,17,16,29,22,22,27,20,20,25,20,25,12,23,20,20,17,15,12,17,17,11,16,13,10,16,9,9,9,5,7,14,9,4,11,4,4
7068,1048,3244,1577,7,9,15,16,22,15,24,16,28,28,26,24,26,27,20,26,37,35,31,25,30,22,31,29,30,24,24,30,34,31,31,23,29,25,34,33,25,40,38,26,30,28,23,30,28,27,24,18,29,21,27,30,27,19,18,25,23,21,23,20,23,28,29,21,31,25,19,24,23,28,30,27,20,22,22,20,21,19,23,17,21,20,9,17,14,15,13,13,10,15,12,10,6,5,12,13,8,4,12,5,4
7074,1050,3265,1581,9,10,18,19,20,15,19,20,14,20,22,24,21,28,21,26,35,30,32,25,35,24,38,20,28,30,28,32,34,34,40,21,32,28,29,31,30,34,36,28,31,19,24,27,24,19,23,15,31,31,34,29,25,17,13,27,27,27,23,18,25,23,28,19,32,16,19,21,29,25,30,25,29,21,30,21,18,13,22,12,21,20,13,17,10,18,11,11,11,14,11,9,9,9,14,13,9,5,10,8,3
7088,1044,3281,1583,8,12,14,19,24,21,19,16,14,20,25,32,23,25,21,20,37,34,35,33,30,24,26,28,29,27,32,23,25,30,36,22,28,29,28,33,36,36,27,30,21,27,32,28,23,19,23,25,25,30,32,26,30,21,13,23,25,29,19,20,28,21,22,18,30,24,22,23,23,27,27,23,31,18,28,20,19,7,18,14,19,25,12,13,19,20,9,13,14,14,10,8,9,7,11,11,13,5,9,12,6
7095,1045,3251,1591,7,13,15,18,27,19,23,20,16,18,23,31,26,26,23,22,32,30,28,29,30,20,31,34,32,34,31,25,30,26,30,28,36,30,31,32,34,34,35,27,28,20,35,30,19,20,24,27,29,25,23,26,29,21,12,29,30,33,20,25,26,18,19,24,21,19,25,15,23,28,21,26,31,19,36,20,20,10,17,16,24,25,14,11,17,16,10,17,14,12,8,14,4,11,11,13,10,5,7,9,6
7105,1043,3277,1600,7,9,11,16,27,21,26,20,19,27,22,33,27,28,23,27,32,27,28,32,26,24,39,30,27,32,30,22,30,29,25,27,37,27,24,32,31,29,39,28,23,15,26,30,30,22,28,31,23,31,26,28,30,26,18,35,27,30,19,28,26,23,19,30,12,21,24,13,24,24,27,24,25,20,32,16,22,8,12,17,16,17,16,10,14,15,8,18,12,8,8,13,5,8,7,12,6,10,8,14,8
7112,1044,3266,1605,7,12,16,15,24,23,23,19,26,27,15,25,28,30,32,28,39,25,21,37,30,32,29,35,27,35,27,26,35,33,29,22,31,28,25,23,29,31,31,33,26,22,24,29,22,24,24,27,20,33,25,26,28,20,18,32,20,30,20,30,25,29,16,38,17,25,17,23,23,22,26,19,28,23,30,19,15,6,15,16,16,23,14,10,15,19,10,13,14,6,10,19,8,11,9,11,6,10,6,11,5
7118,1046,3291,1608,13,9,9,15,23,16,17,15,24,21,22,22,22,28,34,28,46,28,29,31,31,30,28,38,28,35,27,31,41,28,34,26,34,28,25,22,29,24,28,31,23,15,29,27,24,22,23,29,30,36,21,16,31,19,18,29,25,27,18,22,24,27,16,39,21,27,25,24,27,21,21,24,19,24,22,14,13,10,21,15,16,24,19,13,17,13,15,9,16,8,9,14,7,12,5,12,11,12,3,7,9
7126,1046,3270,1610,11,7,10,16,25,14,15,15,25,25,24,27,20,33,32,25,40,27,23,32,33,31,28,32,33,32,28,22,32,26,30,19,37,29,29,25,28,32,29,38,17,29,22,30,28,22,28,27,25,29,21,23,31,19,22,27,25,22,14,23,23,29,20,33,21,29,28,19,26,16,18,31,21,29,22,14,18,19,20,18,17,29,26,14,16,14,19,11,13,12,12,10,8,12,7,13,7,12,2,4,11
7134,1046,3262,1612,9,13,10,17,26,14,13,12,27,26,32,27,22,31,23,19,43,32,25,27,32,24,25,34,25,40,29,27,27,27,36,23,28,29,27,32,43,35,30,34,16,28,30,32,30,23,28,29,33,27,21,27,32,19,27,27,24,19,20,18,19,26,22,24,26,37,22,15,24,14,20,24,21,31,24,16,21,19,17,17,18,22,18,19,12,13,16,9,17,11,7,10,8,10,7,13,12,12,7,7,8
7141,1047,3359,1621,10,14,12,15,23,11,17,17,33,27,23,17,27,28,30,27,42,34,25,25,27,22,23,34,28,30,30,27,27,26,24,22,24,27,25,30,27,31,32,34,20,22,29,27,27,22,30,29,27,21,22,18,27,19,27,25,23,20,26,17,20,27,32,21,27,26,23,13,19,21,23,23,21,32,23,14,18,19,14,16,17,23,19,13,12,7,17,5,20,11,6,11,7,10,10,13,11,6,9,6,11
7149,1047,3351,1622,6,14,16,8,25,12,16,22,24,32,22,20,30,27,30,22,46,38,31,30,24,30,26,27,35,28,25,30,27,29,25,27,27,26,27,27,36,32,28,35,13,29,28,27,25,21,27,25,37,18,26,23,21,24,28,29,25,20,27,17,26,22,29,18,20,20,26,19,17,28,19,23,18,24,26,14,15,17,14,18,16,22,21,15,13,6,11,6,12,11,11,11,8,10,9,14,9,7,5,4,10
7154,1050,3360,1626,6,9,7,8,21,11,16,28,26,29,19,19,26,22,24,30,43,36,37,29,28,23,31,24,37,29,20,40,22,35,29,31,31,25,29,24,31,31,29,26,17,39,29,24,24,24,35,24,28,17,25,22,20,26,25,26,25,23,26,20,31,21,28,11,26,15,23,30,21,20,28,20,21,28,18,15,18,18,15,16,17,25,19,16,11,12,8,12,10,7,11,11,8,7,9,7,12,6,5,2,10
7162,1050,3261,1628,7,6,11,14,22,20,16,23,27,30,32,23,29,23,24,23,38,32,33,24,29,28,30,31,37,32,26,35,21,36,26,30,35,29,29,29,37,24,32,27,21,38,22,32,31,26,35,22,24,30,27,25,20,26,21,23,25,22,24,23,31,21,24,17,24,18,31,29,20,25,25,20,19,20,21,18,19,24,12,15,17,25,24,14,11,14,14,13,7,10,13,12,9,7,14,11,13,9,8,6,12
7172,1048,3270,1632,8,5,13,13,18,21,21,25,21,32,25,23,24,23,32,20,43,30,37,29,26,29,25,29,39,31,24,33,27,29,27,25,30,31,26,23,36,21,34,29,29,36,22,27,25,26,30,26,25,24,24,23,19,28,16,25,25,23,23,23,22,26,27,23,22,21,19,29,19,23,23,26,25,25,22,16,25,19,20,18,12,24,24,18,14,18,13,18,5,17,19,10,10,8,15,13,13,7,9,8,9
7176,1052,3329,1637,11,10,14,15,20,17,29,21,19,35,29,26,24,33,28,31,41,31,36,25,23,34,27,35,29,28,15,23,22,25,29,25,23,28,28,28,33,26,30,22,28,35,21,23,25,30,26,24,27,26,14,23,25,25,17,26,21,24,22,18,23,26,23,26,24,23,16,28,17,23,26,19,23,30,19,22,26,11,20,18,15,27,15,19,16,13,11,16,7,12,15,9,11,11,16,6,11,10,6,8,5
7189,1047,3346,1639,10,10,14,19,17,18,22,17,34,23,32,27,24,28,29,30,36,32,37,36,19,34,18,35,32,28,23,21,30,27,37,24,39,29,19,30,33,24,28,24,32,30,20,20,27,30,27,27,32,25,18,23,22,25,20,23,20,16,27,22,22,30,25,17,21,18,20,26,16,24,14,16,27,31,22,22,22,10,20,19,17,21,12,14,23,16,12,15,8,10,11,14,9,5,12,8,11,11,5,6,7
7195,1049,3360,1643,7,9,15,18,14,18,17,16,28,27,29,30,23,27,26,27,39,36,32,29,23,26,26,32,27,33,33,28,35,19,35,28,27,31,20,27,39,30,20,27,28,22,28,20,29,36,18,28,30,27,23,23,22,24,23,21,33,16,23,26,24,35,23,22,15,25,25,24,20,20,19,12,27,25,20,23,16,11,17,21,10,18,17,18,21,9,16,11,9,10,12,10,7,6,13,9,11,10,5,5,8
7208,1044,3254,1651,7,8,17,16,22,20,20,23,27,22,23,31,27,35,30,30,33,28,36,28,35,24,28,35,32,41,44,28,25,22,38,34,24,35,33,20,40,28,24,29,31,22,22,22,33,31,15,40,29,42,23,19,27,19,28,18,27,15,21,28,29,28,20,26,20,26,27,25,30,22,15,17,29,18,20,23,18,15,15,23,13,17,15,12,12,13,17,11,18,14,13,12,7,6,9,16,16,7,10,3,2
7218,1042,3364,1654,6,8,10,18,17,20,20,32,22,24,23,27,23,27,26,23,34,34,35,20,39,28,28,32,33,37,32,29,30,20,30,35,24,33,24,22,35,31,18,32,30,20,28,23,31,27,16,21,24,32,19,22,30,29,27,20,30,20,18,19,23,24,21,21,25,19,31,23,32,21,16,26,27,21,23,21,20,22,14,18,12,13,15,13,13,11,14,11,20,15,10,9,10,8,6,13,11,6,9,3,3
7223,1045,3364,1657,8,7,16,21,18,26,20,32,18,25,24,27,27,29,24,24,27,25,37,22,37,21,33,28,31,25,24,35,26,25,25,44,26,29,17,24,32,27,19,35,28,17,24,24,28,23,19,28,28,26,25,29,26,18,29,24,29,27,22,23,22,27,21,28,27,23,18,20,24,22,21,25,28,23,26,23,18,24,12,21,16,14,19,18,14,13,14,5,19,12,11,11,9,5,6,13,7,5,8,5,8
7235,1041,3360,1661,5,7,20,20,21,18,18,27,15,25,26,25,26,33,20,27,33,27,41,17,28,18,39,28,34,26,28,38,23,26,28,38,29,27,18,25,32,25,32,29,34,19,22,25,30,24,19,33,35,25,26,25,31,18,25,22,29,28,17,23,28,24,25,26,29,25,14,21,21,20,18,22,19,28,30,18,18,19,13,19,24,11,15,21,16,16,13,11,17,9,7,14,10,6,4,8,12,6,8,11,6
7236,1048,3267,1664,4,8,16,18,16,20,19,24,16,29,29,23,37,31,27,27,30,25,47,20,31,32,44,25,31,34,29,39,27,22,26,33,35,29,21,32,33,27,33,35,28,20,22,32,28,19,30,36,33,27,30,29,24,20,19,18,31,22,20,27,27,23,29,22,28,23,15,24,27,25,15,18,16,24,23,24,20,16,19,17,28,17,22,21,18,13,12,13,15,9,12,17,8,3,7,9,9,12,6,13,7
7246,1046,3276,1665,7,9,16,13,15,21,19,19,19,28,30,22,32,27,26,18,27,36,44,29,34,30,39,28,34,30,30,44,28,24,24,35,37,25,22,37,38,22,35,28,25,24,30,26,33,20,37,27,28,24,31,32,26,25,20,16,22,25,17,29,27,23,29,25,21,21,16,30,32,27,15,21,19,21,23,25,18,16,15,13,23,14,20,17,18,14,11,17,18,13,12,18,8,2,7,6,9,13,8,12,10
7248,1052,3323,1666,7,14,14,12,20,21,24,23,19,28,26,20,23,37,31,20,26,34,37,40,28,28,31,29,33,27,33,34,30,24,26,31,42,19,27,29,33,25,28,26,20,22,36,29,28,17,34,22,28,23,27,26,36,31,16,18,27,24,25,30,26,22,30,23,21,24,14,25,30,26,17,17,16,20,23,24,22,13,19,13,18,14,18,26,17,13,10,13,12,13,8,17,11,3,8,5,10,10,11,12,7
7258,1050,3377,1669,8,16,14,13,22,17,27,20,25,28,30,20,27,34,36,16,20,35,39,32,27,30,22,18,29,23,29,31,40,22,36,30,44,28,23,25,36,25,28,21,15,23,27,24,24,24,35,29,31,25,26,25,26,32,21,19,25,16,34,22,28,25,33,25,18,22,16,28,22,25,23,10,16,24,23,19,23,17,12,10,21,12,21,19,22,11,11,11,10,9,8,12,12,7,8,6,7,7,7,15,8
7264,1052,3374,1673,7,11,12,12,19,16,27,16,34,31,28,22,28,24,36,23,30,36,38,24,30,27,24,31,37,32,27,25,34,29,34,26,39,26,26,28,39,25,30,28,18,18,24,16,23,19,32,32,35,23,36,26,24,25,22,23,22,18,25,27,27,19,29,31,22,19,17,26,20,23,18,11,15,27,23,12,32,16,14,18,21,12,22,19,18,11,7,13,14,12,7,8,8,12,7,9,5,9,10,9,6
7269,1055,3397,1678,3,9,14,18,23,14,24,20,38,33,28,24,27,29,30,22,24,38,33,25,31,23,31,31,37,29,26,19,37,26,34,19,35,27,35,30,26,29,25,22,20,25,22,23,19,34,34,30,30,24,28,29,21,22,15,19,25,15,16,25,27,19,31,25,18,24,20,23,21,19,17,15,14,26,19,18,27,21,21,22,16,17,19,21,15,11,12,19,19,11,7,7,8,8,6,7,9,8,7,9,7
7279,1053,3282,1684,5,12,18,21,18,22,26,18,27,32,23,25,32,28,33,29,21,44,31,41,30,24,34,31,36,35,33,21,36,24,33,22,30,25,21,28,33,34,37,24,23,31,23,32,23,31,25,25,27,22,13,34,29,29,22,27,32,15,16,34,23,21,25,28,20,29,22,25,23,29,19,20,20,28,22,22,23,23,16,19,13,12,19,19,14,13,12,13,20,11,15,10,8,11,5,7,12,7,6,10,9
7286,1054,3277,1690,5,16,19,17,13,19,20,20,26,27,26,23,38,32,28,34,27,31,27,43,32,19,24,37,27,30,34,29,32,37,28,27,30,31,26,25,31,32,32,26,22,30,29,31,27,29,35,32,29,21,13,32,24,29,20,30,27,24,18,32,19,20,30,21,18,24,26,32,29,29,13,25,19,28,24,20,24,22,15,18,16,16,17,17,12,17,12,14,16,11,14,8,15,11,3,8,9,8,8,8,9
7292,1056,3318,1694,6,9,10,18,20,21,24,22,25,23,28,26,28,21,28,48,23,31,32,44,34,27,28,28,31,33,33,30,37,38,25,26,25,31,18,23,27,34,22,26,24,28,25,29,22,34,29,39,30,29,17,38,27,33,21,25,13,33,19,33,19,15,26,25,23,24,28,33,24,22,11,28,15,27,22,26,19,22,17,18,9,19,16,18,10,14,8,14,17,6,9,12,15,9,4,11,7,8,3,5,11
7298,1058,3439,1697,7,5,10,18,21,24,18,22,29,24,15,25,24,21,27,46,21,34,33,38,26,25,27,27,29,31,29,28,35,31,22,25,29,24,24,33,23,29,21,24,26,29,22,27,23,26,25,30,35,28,20,30,24,26,25,22,17,32,15,27,14,25,27,24,18,20,25,24,17,24,15,29,11,20,22,27,13,22,14,21,9,15,22,17,13,16,10,15,16,10,5,11,12,12,5,10,9,6,5,8,11
7304,1060,3341,1698,2,10,8,19,25,21,22,22,24,21,29,32,28,26,28,46,28,27,35,39,27,32,27,30,26,30,33,36,35,31,22,28,30,24,26,32,23,32,23,27,22,30,22,26,27,28,24,30,29,29,25,28,29,26,27,24,20,31,19,22,18,25,31,18,27,22,24,25,21,22,19,22,18,20,21,23,17,17,15,21,13,13,24,15,15,17,13,14,18,15,4,10,13,10,8,11,9,8,3,7,15
7308,1064,3352,1704,3,11,11,18,19,16,21,26,21,25,30,30,28,24,24,37,33,28,32,34,29,34,20,28,24,22,39,32,29,31,29,26,27,28,29,26,28,30,19,31,30,24,28,25,24,29,25,24,25,31,20,28,26,21,25,25,27,30,20,21,27,30,30,15,18,19,25,26,26,23,23,19,21,18,22,23,19,12,20,21,13,18,19,17,17,18,15,12,21,15,9,13,9,9,11,12,8,9,4,9,17
7314,1066,3355,1707,5,8,13,19,26,13,19,22,25,31,30,33,25,23,26,40,38,17,27,28,37,24,19,31,25,29,43,28,33,37,30,25,27,23,31,29,24,25,24,31,28,26,31,20,25,26,36,28,35,34,25,25,30,19,25,20,22,22,24,20,18,27,25,14,25,16,26,27,27,21,22,20,17,18,24,25,22,14,21,20,14,16,21,16,15,13,18,13,15,12,12,10,6,8,11,10,5,8,5,11,20
7318,1070,3411,1708,6,10,15,13,25,21,26,18,30,29,28,27,19,23,25,31,32,17,25,28,34,32,22,36,25,26,41,29,30,30,35,23,18,22,31,25,27,20,28,36,22,31,21,21,27,31,35,29,30,36,25,20,23,21,26,19,20,19,23,15,19,24,25,20,24,23,28,22,29,18,22,17,20,21,23,25,27,21,15,14,20,16,14,17,17,14,13,8,14,9,13,7,10,12,8,12,7,8,3,13,15
7325,1071,3408,1710,4,11,14,18,26,20,23,17,22,24,27,36,23,26,22,35,34,28,34,31,25,31,22,35,27,23,48,32,28,28,34,24,26,27,31,22,45,20,27,29,16,26,21,22,20,29,40,24,30,34,26,25,19,24,30,23,19,21,18,16,21,20,22,29,24,27,27,24,26,22,23,15,18,21,23,21,21,20,14,19,15,14,15,15,14,15,12,7,15,5,10,6,11,11,6,7,8,9,6,10,17
7332,1072,3352,1719,5,11,17,20,19,24,26,19,33,21,25,32,21,29,25,37,30,25,43,34,26,34,27,23,27,26,38,36,35,32,35,29,24,31,29,26,36,23,29,27,13,19,26,22,25,31,33,24,27,33,31,26,19,27,26,25,23,20,25,23,21,28,17,31,21,23,29,19,22,21,25,22,16,16,22,22,20,23,14,15,15,14,11,15,15,17,11,14,12,10,10,7,15,20,7,6,9,9,6,6,18
7341,1071,3352,1723,3,9,19,18,21,20,28,24,32,24,23,34,32,28,37,31,31,32,40,38,24,33,22,22,23,33,35,33,32,23,34,37,25,38,28,27,39,20,30,25,14,29,27,27,25,24,24,33,27,35,31,30,20,25,22,31,24,22,23,17,21,23,17,28,16,25,24,18,21,16,19,18,21,20,16,24,19,25,13,18,21,13,14,16,15,20,12,16,11,10,11,11,11,10,4,8,8,12,4,5,15
7349,1071,3369,1724,2,9,18,18,18,19,28,28,27,25,23,35,25,21,35,22,30,29,29,36,24,34,22,26,27,39,33,31,36,26,24,34,28,36,27,26,28,24,26,28,20,30,26,29,27,30,24,32,28,30,21,24,22,25,24,28,24,26,17,24,17,21,21,30,19,25,21,29,25,20,16,14,18,29,22,29,22,25,17,19,15,13,15,14,13,20,16,16,8,17,9,15,9,10,5,10,11,8,7,7,12
7356,1072,3330,1728,4,10,16,12,18,25,31,29,27,23,25,26,25,28,35,15,32,33,29,40,23,27,30,22,19,36,29,37,39,26,26,28,24,38,32,33,25,32,19,31,24,29,36,22,25,27,30,41,30,21,28,23,22,28,31,32,27,23,19,23,18,25,19,26,23,34,25,28,27,21,17,15,24,30,22,25,22,20,13,17,17,20,14,14,15,23,12,15,9,16,7,14,1,11,6,7,14,6,8,5,13
7361,1075,3310,1732,7,8,14,18,19,19,22,23,24,21,24,26,24,27,36,23,23,35,27,35,23,20,39,21,23,30,39,36,41,23,32,24,23,38,29,47,25,26,18,33,32,24,32,19,30,33,28,35,27,21,33,26,24,29,38,26,20,30,20,32,21,28,23,19,20,31,23,24,25,22,18,22,26,29,24,21,24,18,15,19,21,15,18,13,16,19,12,14,9,15,11,15,5,11,11,8,10,9,8,9,14
7365,1079,3331,1734,6,8,13,15,16,17,25,23,22,23,29,24,32,31,31,29,32,35,30,39,32,22,37,23,21,32,38,38,29,31,31,29,23,33,31,40,22,37,18,32,27,22,30,26,37,30,30,36,26,26,34,26,28,21,30,29,27,25,15,26,23,23,16,19,22,23,24,23,24,19,17,17,21,23,20,16,25,16,20,12,20,13,17,14,23,20,13,15,11,19,9,16,7,12,12,7,6,8,11,6,8
7373,1079,3343,1737,5,7,13,11,21,29,33,25,25,24,29,23,35,24,30,27,44,32,30,28,33,28,32,27,22,34,29,35,28,27,32,25,21,29,33,33,25,29,19,30,20,22,31,24,34,31,22,32,33,30,35,23,25,28,28,31,27,23,17,21,21,24,26,18,25,17,21,25,31,17,21,16,25,20,16,16,27,16,18,21,20,15,13,18,24,9,14,14,12,17,12,16,7,17,7,6,9,8,9,11,11
7379,1081,3403,1743,6,8,11,10,16,31,30,32,29,17,27,29,26,30,28,29,28,34,31,25,39,34,30,24,22,31,34,28,29,29,36,22,26,30,34,31,27,30,21,26,27,13,29,23,24,31,24,33,35,33,30,22,30,28,28,26,26,25,15,22,18,22,23,19,27,22,22,24,30,19,21,12,17,23,19,18,23,22,14,13,16,9,13,15,23,11,17,13,14,14,14,10,7,11,5,10,5,10,5,10,9
7385,1083,3357,1750,9,9,11,12,19,18,29,25,29,21,34,23,23,32,29,28,35,36,37,20,35,36,23,37,20,35,29,31,30,23,30,22,28,27,39,28,36,32,22,33,24,20,19,23,27,37,28,25,32,33,35,22,26,19,31,21,22,29,19,21,21,20,26,27,28,16,25,25,37,18,21,23,23,23,16,21,22,18,14,19,20,11,14,14,19,13,17,15,13,9,16,10,9,9,3,7,8,9,7,12,12
7390,1086,3365,1752,6,10,12,13,16,16,24,24,25,26,32,25,30,30,29,23,33,28,42,17,33,32,27,43,24,38,25,35,23,19,23,22,34,24,41,29,35,34,35,29,20,31,22,24,31,39,25,22,36,28,32,28,15,16,36,24,18,23,21,22,17,23,23,26,22,20,29,22,33,17,19,23,19,27,17,20,23,20,10,13,19,12,11,20,17,23,19,14,16,16,12,9,12,11,2,8,9,14,5,14,8
7400,1084,3355,1756,7,13,8,9,16,21,24,29,29,25,33,28,33,27,26,35,40,29,38,25,33,34,26,38,24,34,33,29,27,30,25,22,28,25,30,31,32,28,28,21,29,29,22,24,30,35,23,26,36,24,42,23,17,18,37,31,25,24,23,18,22,28,15,21,20,22,24,32,29,16,18,20,21,29,15,16,16,26,14,18,25,9,11,19,14,19,12,15,13,10,14,10,13,13,5,9,4,9,7,17,10
7406,1086,3434,1757,7,6,9,12,15,27,24,31,35,27,25,29,31,20,32,38,25,27,26,30,28,33,25,34,25,29,36,31,30,34,32,37,27,19,29,31,26,26,23,22,24,30,23,22,24,35,25,26,26,25,31,17,25,19,26,24,29,24,14,22,21,31,20,28,18,19,20,24,24,21,23,16,18,20,17,18,17,30,18,23,21,12,13,15,13,17,12,17,10,14,11,9,9,13,5,4,7,9,12,12,10
7415,1085,3381,1760,7,5,13,13,20,22,22,28,36,22,22,33,37,20,36,38,29,31,31,30,27,36,32,26,32,28,38,36,26,34,33,42,29,31,30,33,29,25,25,24,26,24,31,23,26,28,24,20,31,36,33,25,21,26,20,30,25,20,20,25,23,18,20,33,17,19,20,23,27,27,25,19,20,17,10,15,16,30,21,20,17,12,10,13,12,15,13,16,6,16,11,10,11,14,8,5,4,7,12,9,8
7426,1082,3368,1763,9,11,13,17,18,19,20,28,29,24,20,28,38,20,37,41,28,26,33,26,22,38,32,26,35,30,41,31,21,28,33,42,26,35,30,36,32,24,27,27,23,19,28,30,31,27,28,21,35,25,30,20,22,26,16,25,32,18,21,28,23,17,20,36,21,22,20,24,28,31,31,22,19,18,11,17,20,30,18,19,22,15,12,13,13,18,13,18,7,14,11,11,10,7,8,6,6,8,13,12,5
